id,time,activity,appCat.values,call,circumplex.values,mood,screen,sms
AS14.06,2014-03-22,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.06,2014-03-23,0.0,0.0,1.0,0.0,0.0,0.0,1.0
AS14.06,2014-03-24,0.0434319,23.7394,1.0,-0.5,7.0,73.77221,0.0
AS14.06,2014-03-25,0.13770859,25.89297,1.0,0.2,7.0,72.240845,1.0
AS14.06,2014-03-26,0.13556266,23.061497,1.0,1.0,8.0,64.69288,0.0
AS14.06,2014-03-27,0.1323286,25.741264,1.0,0.25,7.0,83.33833,0.0
AS14.06,2014-03-28,0.17147079,27.633957,1.0,0.3,7.6,77.84987,1.0
AS14.06,2014-03-29,0.111580886,19.89921,1.0,0.5,7.8,55.81616,1.0
AS14.06,2014-03-30,0.21129785,44.286083,1.0,0.4,7.8,135.3594,1.0
AS14.06,2014-03-31,0.16060546,29.247145,1.0,0.1,7.0,80.691635,0.0
AS14.06,2014-04-01,0.22585362,36.50808,1.0,0.375,7.75,144.32535,0.0
AS14.06,2014-04-02,0.16255252,24.538244,1.0,-0.1,6.8,82.73427,1.0
AS14.06,2014-04-03,0.2095739,25.335653,1.0,0.2,7.2,77.51051,1.0
AS14.06,2014-04-04,0.14952381,39.561344,1.0,-0.1,7.0,116.820786,0.0
AS14.06,2014-04-05,0.2922739,29.291286,1.0,0.2,7.0,66.090126,1.0
AS14.06,2014-04-06,0.020425724,48.17948,1.0,-0.3,7.0,176.68483,1.0
AS14.06,2014-04-07,0.19494721,28.239395,1.0,-0.3,6.2,107.03948,1.0
AS14.06,2014-04-08,0.17494856,33.123775,1.0,-0.1,6.6,89.772575,1.0
AS14.06,2014-04-09,0.10309598,38.87812,1.0,0.6,7.4,104.19104,1.0
AS14.06,2014-04-10,0.22428425,23.57641,1.0,0.3,7.6,80.34422,1.0
AS14.06,2014-04-11,0.2059167,37.38568,1.0,0.4,7.8,64.30719,1.0
AS14.06,2014-04-12,0.23391223,26.253113,1.0,0.7,8.2,85.83841,0.0
AS14.06,2014-04-13,0.34474152,29.972733,1.0,-0.625,6.5,107.886406,1.0
AS14.06,2014-04-14,0.17874295,21.427193,1.0,0.25,7.25,73.17187,1.0
AS14.06,2014-04-15,0.20056361,30.792643,1.0,0.1,7.0,93.61361,1.0
AS14.06,2014-04-16,0.14506508,31.206013,1.0,0.2,7.6,142.22807,1.0
AS14.06,2014-04-17,0.1516707,32.431168,1.0,0.4,6.8,120.90889,1.0
AS14.06,2014-04-18,0.14621547,26.252361,1.0,-0.25,6.25,79.2388,1.0
AS14.06,2014-04-19,0.09826389,22.363064,1.0,0.4,6.8,56.901947,0.0
AS14.06,2014-04-20,0.029657567,33.534428,1.0,0.7,8.2,103.74393,1.0
AS14.06,2014-04-21,0.078239374,25.435389,1.0,0.4,7.0,70.041824,0.0
AS14.06,2014-04-22,0.1444978,29.046204,1.0,0.1,6.6,85.19368,1.0
AS14.06,2014-04-23,0.13372736,29.447853,1.0,0.4,7.0,92.9125,1.0
AS14.06,2014-04-24,0.23571052,20.63961,1.0,0.25,7.75,54.44413,1.0
AS14.06,2014-04-25,0.265,27.621994,1.0,-0.3,6.4,87.010796,0.0
AS14.06,2014-04-26,0.20659722,20.404608,1.0,0.5,7.5,51.939373,1.0
AS14.06,2014-04-27,0.05971584,16.924831,1.0,0.2,7.2,35.63198,0.0
AS14.06,2014-04-28,0.17232443,22.296219,0.0,0.125,6.75,67.474724,0.0
AS14.06,2014-04-29,0.17519711,38.408936,1.0,0.5,7.25,89.79213,1.0
AS14.06,2014-04-30,0.108884275,25.86521,1.0,0.0,6.8,88.136284,1.0
AS14.06,2014-05-01,0.32672685,26.417505,1.0,0.5,8.0,68.278,0.0
AS14.06,2014-05-02,0.18526365,35.70174,1.0,0.125,7.2,145.53006,1.0
AS14.06,2014-05-03,0.22025871,16.912895,0.0,-0.375,6.25,43.83709,0.0
AS14.06,2014-05-04,0.16709055,23.207905,1.0,-0.11111111,7.6,82.62236,0.0
AS14.06,2014-05-05,0.08203704,24.49517,1.0,0.0,7.0,87.15775,1.0
AS14.06,2014-05-06,0.1271553,30.006044,1.0,0.8888889,7.0,114.48955,0.0
AS14.06,2014-05-07,0.11738523,29.156849,1.0,-0.125,6.75,87.63971,1.0
AS14.06,2014-05-08,0.0,76.3982,1.0,0.0,7.0,37.127735,1.0
AS14.07,2014-03-17,0.14644478,13.102206,1.0,0.11111111,7.0,40.519,1.0
AS14.07,2014-03-18,0.009735044,47.52566,1.0,0.5,6.8,591.697,1.0
AS14.07,2014-03-19,0.18405797,32.15831,1.0,0.2,6.8,69.85962,1.0
AS14.07,2014-03-20,0.0,42.2533,0.0,-0.5,5.25,97.62625,1.0
AS14.07,2014-03-21,0.0091973245,34.069805,0.0,0.6666667,7.0,193.01218,0.0
AS14.07,2014-03-22,0.05494394,49.66229,0.0,-0.2,6.0,81.6283,1.0
AS14.07,2014-03-23,0.08201416,25.825699,1.0,0.75,7.75,35.79873,1.0
AS14.07,2014-03-24,0.013731061,22.42729,1.0,0.75,8.0,32.453854,1.0
AS14.07,2014-03-25,0.1343449,37.16132,1.0,0.41666666,7.6666665,62.270885,1.0
AS14.07,2014-03-26,0.10329373,34.10839,1.0,0.4,6.6,62.94214,1.0
AS14.07,2014-03-27,0.089700244,35.714897,1.0,0.3,6.8,74.682915,1.0
AS14.07,2014-03-28,0.09809984,40.280815,1.0,0.875,8.25,150.97722,1.0
AS14.07,2014-03-29,0.041875854,61.5514,1.0,0.6,7.0,165.23009,1.0
AS14.07,2014-03-30,0.06257346,38.66479,1.0,0.1,6.2,114.99726,1.0
AS14.07,2014-03-31,0.051366076,66.40129,1.0,-0.5,4.3333335,158.88489,1.0
AS14.07,2014-04-01,0.08076226,46.02533,1.0,-0.1,6.6,90.182205,1.0
AS14.07,2014-04-02,0.15618746,36.900414,1.0,-0.5,5.5,113.93133,1.0
AS14.07,2014-04-03,0.09026348,48.062893,1.0,-0.1,6.2,97.26566,0.0
AS14.07,2014-04-04,0.049630377,39.601315,1.0,-0.375,6.5,81.492516,1.0
AS14.07,2014-04-05,0.23130658,25.931114,1.0,0.33333334,6.0,80.258026,1.0
AS14.07,2014-04-06,0.056315765,44.95729,1.0,0.125,6.75,107.83952,1.0
AS14.07,2014-04-07,0.08052416,67.81275,1.0,-0.2,5.4,196.00017,1.0
AS14.07,2014-04-08,0.076801024,38.315907,1.0,0.1,6.8,92.63444,0.0
AS14.07,2014-04-09,0.0707902,29.124989,1.0,-0.2,6.4,165.43845,1.0
AS14.07,2014-04-10,0.098958336,41.641785,1.0,0.2,6.2,90.52147,1.0
AS14.07,2014-04-11,0.06868289,19.409575,0.0,-0.25,3.5,63.86303,1.0
AS14.07,2014-04-12,0.1531338,56.574654,1.0,0.375,6.4,197.32568,1.0
AS14.07,2014-04-13,0.016319444,33.356586,1.0,0.375,6.5,76.71746,0.0
AS14.07,2014-04-14,0.033353757,44.735386,1.0,0.1,6.2,74.1996,1.0
AS14.07,2014-04-15,0.019623337,61.4365,0.0,-0.125,6.0,143.0592,1.0
AS14.07,2014-04-16,0.10595602,34.611786,1.0,-0.625,4.75,61.666843,1.0
AS14.07,2014-04-17,0.11809087,49.319057,1.0,-0.8,3.8,109.99181,0.0
AS14.07,2014-04-18,0.047270115,80.24536,1.0,-0.7,5.2,262.66165,1.0
AS14.07,2014-04-19,0.0031254706,25.964054,1.0,0.5,7.0,53.973553,0.0
AS14.07,2014-04-20,0.08680555,51.477016,0.0,-1.5,3.0,372.9457,0.0
AS14.07,2014-04-21,0.061785467,59.143066,0.0,0.2,6.6,156.24849,0.0
AS14.07,2014-04-22,0.09099018,48.48731,1.0,0.1,6.0,116.50514,1.0
AS14.07,2014-04-23,0.07537354,44.78962,1.0,-0.33333334,6.0,157.10185,0.0
AS14.07,2014-04-24,0.1579861,33.75397,1.0,-0.1,5.6,51.18766,1.0
AS14.07,2014-04-25,0.07604167,39.18627,1.0,-0.16666667,3.3333333,73.56396,0.0
AS14.07,2014-04-26,0.018915739,60.639584,0.0,-0.3,5.4,177.52765,1.0
AS14.07,2014-04-27,0.013407753,49.74864,1.0,-0.1,6.0,113.748314,1.0
AS14.07,2014-04-28,0.09448967,27.37564,1.0,0.5,6.75,68.04162,1.0
AS14.07,2014-04-29,0.13463825,32.672913,1.0,-1.0,5.0,65.19129,1.0
AS14.07,2014-04-30,0.024147918,-252.4536,0.0,-0.75,5.0,75.76472,1.0
AS14.07,2014-05-01,0.10358453,54.73666,1.0,-1.0,5.0,151.1405,0.0
AS14.07,2014-05-02,0.059104644,71.586586,1.0,0.0,6.2,91.710106,0.0
AS14.07,2014-05-03,0.07569444,29.460918,1.0,-0.33333334,5.6666665,74.90875,0.0
AS14.07,2014-05-04,0.08229167,51.726467,0.0,0.0,8.0,110.08585,0.0
AS14.07,2014-05-05,0.19276959,78.8341,0.0,-0.5,5.5,67.94,0.0
AS14.08,2014-02-17,0.0700927,50.166126,0.0,0.8,7.4,88.28913,1.0
AS14.08,2014-02-18,0.16940874,24.218689,1.0,0.6666667,7.0,94.875725,1.0
AS14.08,2014-02-25,0.062022667,43.663055,1.0,0.75,7.5,66.002205,0.0
AS14.08,2014-02-28,0.06853709,28.53913,1.0,0.5,7.2,83.28966,1.0
AS14.08,2014-03-03,0.09063317,42.339706,0.0,0.5,7.2,86.94227,1.0
AS14.08,2014-03-05,0.25103682,32.24842,1.0,0.16666667,6.3333335,95.25471,0.0
AS14.08,2014-03-06,0.20928821,22.952776,1.0,0.0,7.2,47.07072,1.0
AS14.08,2014-03-07,0.008333334,17.832342,0.0,0.9,7.4,39.4356,1.0
AS14.08,2014-03-08,0.09798605,70.05736,0.0,0.5,7.0,100.61509,0.0
AS14.08,2014-03-09,0.1467764,35.487064,1.0,0.1,7.2,49.477245,1.0
AS14.08,2014-03-10,0.090176664,26.611414,1.0,-0.2,6.8,83.165794,1.0
AS14.08,2014-03-11,0.12420343,34.65312,1.0,0.4,6.6,88.19871,1.0
AS14.08,2014-03-12,0.15983602,26.708284,1.0,0.8,7.0,66.88634,1.0
AS14.08,2014-03-13,0.1891398,26.644485,1.0,0.3,6.6,55.066532,1.0
AS14.08,2014-03-14,0.03688806,31.083036,0.0,0.5,7.4,71.85919,1.0
AS14.08,2014-03-15,0.048999514,20.668087,0.0,0.0,6.4,63.20063,1.0
AS14.08,2014-03-16,0.026065394,59.49978,1.0,0.0,7.0,152.50644,1.0
AS14.08,2014-03-17,0.0055555557,194.87772,0.0,0.1,5.4,50.667465,0.0
AS14.08,2014-03-18,0.028491361,24.833586,0.0,0.2,6.4,59.916817,0.0
AS14.08,2014-03-19,0.06301716,27.663834,1.0,0.4,7.0,55.377575,0.0
AS14.08,2014-03-20,0.057523876,122.07619,0.0,0.3,6.4,40.612965,1.0
AS14.08,2014-03-21,0.008942302,32.872578,0.0,0.1,6.6,46.85123,1.0
AS14.08,2014-03-22,0.022231454,100.84706,1.0,0.2,6.4,41.26638,0.0
AS14.08,2014-03-23,0.042184826,84.96469,1.0,0.3,7.2,36.173183,1.0
AS14.08,2014-03-24,0.046307914,30.809063,1.0,0.1,6.8,59.63615,1.0
AS14.08,2014-03-25,0.016897662,46.107544,0.0,0.2,7.2,27.933962,1.0
AS14.08,2014-03-26,0.089501396,18.58902,1.0,0.125,6.5,37.111244,1.0
AS14.08,2014-03-27,0.0870115,47.854042,0.0,0.25,6.3333335,62.08205,1.0
AS14.08,2014-03-28,0.016559763,21.757015,1.0,0.125,6.25,33.390656,1.0
AS14.08,2014-03-29,0.024944121,20.616928,1.0,0.41666666,7.1666665,49.659542,1.0
AS14.08,2014-03-30,0.07844708,18.53519,0.0,0.3,6.8,38.99465,1.0
AS14.08,2014-03-31,0.078934655,19.729755,1.0,0.6,7.6,41.763523,0.0
AS14.08,2014-04-01,0.062353853,33.91477,1.0,0.0,7.2,64.82559,0.0
AS14.08,2014-04-02,0.008289548,48.70286,1.0,0.2,6.6,40.988823,1.0
AS14.08,2014-04-03,0.07876789,24.760963,0.0,0.6666667,7.0,42.35251,1.0
AS14.08,2014-04-04,0.031123973,37.760612,1.0,0.75,7.5,37.220825,1.0
AS14.08,2014-04-05,0.12841414,25.889538,0.0,0.7,7.4,59.843033,0.0
AS14.08,2014-04-06,0.007280235,20.21157,0.0,0.625,7.6,68.210945,0.0
AS14.08,2014-04-07,0.10247313,29.007582,1.0,0.5,7.0,58.44808,1.0
AS14.08,2014-04-08,0.05814829,20.280321,0.0,0.125,6.5,38.855865,1.0
AS14.08,2014-04-09,0.040366266,110.196236,1.0,0.375,6.25,70.71764,0.0
AS14.08,2014-04-10,0.20657326,28.063513,1.0,1.3,7.6,58.1434,1.0
AS14.08,2014-04-11,0.07413555,17.343801,1.0,0.8,7.6,39.548023,0.0
AS14.08,2014-04-12,0.025027439,65.14215,0.0,0.4,7.0,33.350784,0.0
AS14.08,2014-04-13,0.0048270957,53.243988,1.0,0.6,7.6,59.398857,0.0
AS14.08,2014-04-14,0.06490309,28.052181,1.0,0.4,6.6,59.070274,0.0
AS14.08,2014-04-15,0.03409091,45.47674,1.0,-0.1,6.4,95.43873,0.0
AS14.08,2014-04-16,0.068597354,21.24342,1.0,0.1,6.6,52.250393,1.0
AS14.08,2014-04-17,0.097181566,28.313564,1.0,-0.1,6.2,72.43127,0.0
AS14.08,2014-04-18,0.049041986,21.713419,1.0,0.1,6.0,42.57309,0.0
AS14.08,2014-04-19,0.039002895,30.653316,1.0,1.3,7.8,84.1189,1.0
AS14.08,2014-04-20,0.004899345,160.44823,1.0,-0.2,6.4,62.742237,1.0
AS14.08,2014-04-21,0.02929496,31.9324,0.0,-0.2,6.4,90.26495,1.0
AS14.08,2014-04-22,0.07739995,26.708073,1.0,-0.1,6.0,58.684677,0.0
AS14.08,2014-04-23,0.124976024,18.731289,1.0,0.2,5.6,33.075,0.0
AS14.08,2014-04-24,0.1280059,31.417658,1.0,0.6666667,6.6666665,53.11427,0.0
AS14.08,2014-04-25,0.028321013,171.21844,1.0,0.36363637,6.3333335,95.46938,0.0
AS14.08,2014-04-26,0.04717882,19.994715,1.0,-0.125,6.0,36.981262,0.0
AS14.08,2014-04-27,0.0054298374,62.514606,1.0,-0.083333336,6.0,185.699,1.0
AS14.08,2014-04-28,0.022252416,23.434244,1.0,-0.1,5.8,48.04211,0.0
AS14.08,2014-04-29,0.030996148,28.909472,1.0,0.0,5.75,65.33671,1.0
AS14.08,2014-04-30,0.03482504,59.62918,1.0,0.25,6.6666665,159.96004,0.0
AS14.08,2014-05-01,0.0373141,254.10832,1.0,0.6,7.0,202.17763,1.0
AS14.08,2014-05-02,0.181738,15.968341,1.0,0.3,7.2,46.87813,0.0
AS14.08,2014-05-03,0.22181372,30.690619,1.0,0.7,7.4,44.1629,1.0
AS14.08,2014-05-04,0.043277614,22.901651,1.0,0.4,6.8,57.90238,0.0
AS14.08,2014-05-05,0.0026041667,20.252384,1.0,0.0,6.6666665,43.969166,1.0
AS14.09,2014-02-17,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS14.09,2014-02-18,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS14.09,2014-02-19,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS14.09,2014-02-22,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AS14.09,2014-02-23,0.109655015,140.41542,1.0,0.6666667,4.6666665,385.1699,0.0
AS14.09,2014-02-24,0.08657927,35.685837,1.0,-0.5,6.6,55.302895,0.0
AS14.09,2014-02-25,0.02946044,17.790874,1.0,0.0,7.0,45.28732,1.0
AS14.09,2014-02-26,0.11388945,29.988747,1.0,0.0,6.0,34.02062,0.0
AS14.09,2014-02-27,0.113251604,27.677917,1.0,-0.5,5.5,53.80917,0.0
AS14.09,2014-02-28,0.10891483,27.061007,1.0,-0.1,6.0,56.582027,1.0
AS14.09,2014-03-01,0.1322046,18.053562,1.0,0.3,6.6,41.327183,1.0
AS14.09,2014-03-02,0.14887227,21.664762,1.0,0.3,6.6,44.773098,1.0
AS14.09,2014-03-04,0.13795426,16.683647,1.0,0.7,7.4,38.107544,1.0
AS14.09,2014-03-05,0.06452367,40.658672,1.0,0.2,7.0,23.289022,1.0
AS14.09,2014-03-06,0.130121,36.49057,1.0,0.3,7.2,92.41152,1.0
AS14.09,2014-03-07,0.13346682,34.83203,1.0,0.1,6.4,44.630886,1.0
AS14.09,2014-03-08,0.077163555,18.194256,1.0,0.4,7.6,37.862755,1.0
AS14.09,2014-03-09,0.07307715,32.26767,1.0,0.3,6.6,59.075905,1.0
AS14.09,2014-03-10,0.15702115,17.46418,1.0,0.1,7.0,38.71896,0.0
AS14.09,2014-03-12,0.13595577,18.593067,1.0,0.3,8.0,38.174553,1.0
AS14.09,2014-03-16,0.0942241,17.528915,1.0,-0.125,7.25,39.241936,1.0
AS14.09,2014-03-17,0.18343493,20.603125,1.0,-0.2,6.6,28.834902,0.0
AS14.09,2014-03-18,0.089062795,16.371391,1.0,0.3,6.8,30.887798,1.0
AS14.09,2014-03-19,0.117565125,25.002048,1.0,0.2,7.2,48.44416,1.0
AS14.09,2014-03-20,0.07280121,48.543053,1.0,0.125,6.75,26.184875,0.0
AS14.09,2014-03-21,0.1110939,23.165754,1.0,0.5,7.0,73.3618,1.0
AS14.09,2014-03-22,0.06284722,31.566248,1.0,0.33333334,7.0,52.879112,0.0
AS14.09,2014-03-23,0.033333335,135.98647,1.0,0.5,6.75,96.760544,1.0
AS14.09,2014-03-24,0.079166666,18.16283,1.0,0.5,7.25,55.42041,0.0
AS14.09,2014-03-25,0.025694445,20.564852,1.0,0.1,6.2,71.40785,0.0
AS14.09,2014-03-26,0.08631558,22.465546,1.0,0.625,7.75,111.065285,1.0
AS14.09,2014-03-27,0.027083334,24.658916,1.0,0.2,7.8,65.14722,0.0
AS14.09,2014-03-28,0.07977844,34.063545,1.0,0.375,8.25,132.4998,1.0
AS14.09,2014-03-29,0.08229167,22.837677,1.0,0.3,8.0,81.70627,0.0
AS14.09,2014-03-30,0.11195652,26.099794,1.0,0.0,7.75,77.40438,1.0
AS14.09,2014-03-31,0.083333336,21.81233,1.0,0.0,7.0,64.234955,0.0
AS14.09,2014-04-01,0.07986111,32.088852,1.0,0.3,7.6,122.03854,0.0
AS14.09,2014-04-02,0.041386556,21.639856,1.0,0.1,6.2,63.44184,1.0
AS14.09,2014-04-03,0.18090278,17.08126,1.0,0.3,7.6,45.332386,0.0
AS14.09,2014-04-04,0.07604167,22.433765,1.0,0.0,7.25,83.28489,1.0
AS14.09,2014-04-05,0.115625,17.448439,1.0,0.375,7.5,48.795475,1.0
AS14.09,2014-04-06,0.1388889,22.01975,1.0,0.2,6.8,69.52085,0.0
AS14.09,2014-04-07,0.078125,20.899828,1.0,-0.25,6.2,62.252083,0.0
AS14.09,2014-04-08,0.08645833,74.56463,1.0,0.33333334,7.2,39.762028,1.0
AS14.09,2014-04-09,0.034126986,22.849983,1.0,0.25,6.5,63.280895,0.0
AS14.09,2014-04-10,0.030357143,18.15248,1.0,0.375,6.0,69.631836,0.0
AS14.09,2014-04-11,0.114285715,17.744347,1.0,0.3,6.8,139.05193,0.0
AS14.09,2014-04-12,0.06944445,23.763544,1.0,0.4,7.0,74.77798,1.0
AS14.09,2014-04-13,0.17222223,14.14864,0.0,-0.44444445,6.0,45.06837,1.0
AS14.09,2014-04-14,0.083333336,14.217783,1.0,-0.2,5.8,26.554483,1.0
AS14.09,2014-04-15,0.088541664,19.001455,1.0,0.0,6.0,46.151207,1.0
AS14.09,2014-04-16,0.015584416,21.237177,0.0,-0.375,5.5,53.525635,1.0
AS14.09,2014-04-17,0.11045654,14.141235,1.0,0.375,7.0,40.95274,1.0
AS14.09,2014-04-18,0.11473829,17.376154,1.0,-0.3,6.6,51.394825,1.0
AS14.09,2014-04-19,0.11314935,20.60425,0.0,0.625,8.0,59.264908,1.0
AS14.09,2014-04-20,0.041548297,21.900333,0.0,0.125,6.25,22.162157,1.0
AS14.09,2014-04-21,0.015309343,22.311789,1.0,-0.14285715,6.5,56.542267,0.0
AS14.09,2014-04-22,0.06439394,37.84968,1.0,0.1,6.6,137.49463,0.0
AS14.09,2014-04-23,0.03922033,38.048714,1.0,0.0,6.3333335,117.01176,1.0
AS14.09,2014-04-24,0.042032827,12.75095,1.0,0.6,7.2,33.210304,1.0
AS14.09,2014-04-25,0.115814395,16.515434,1.0,0.625,7.25,34.15554,1.0
AS14.09,2014-04-26,0.11026936,17.712667,1.0,0.5,8.0,59.9115,1.0
AS14.09,2014-04-27,0.0,0.0,0.0,-0.375,6.25,0.0,1.0
AS14.09,2014-04-28,0.0,0.0,1.0,0.33333334,6.6,0.0,0.0
AS14.09,2014-04-29,0.0,0.0,0.0,0.0,6.75,0.0,1.0
AS14.09,2014-04-30,0.0,0.0,1.0,0.125,7.0,0.0,0.0
AS14.09,2014-05-01,0.0,0.0,1.0,0.25,7.5,0.0,0.0
AS14.09,2014-05-02,0.0,0.0,0.0,0.4,7.6,0.0,1.0
AS14.09,2014-05-03,0.0,0.0,0.0,0.5,7.75,0.0,1.0
AS14.09,2014-05-04,0.0,70.580696,0.0,0.3,6.6,73.8802,0.0
AS14.09,2014-05-05,0.0,30.088,0.0,-0.25,6.0,30.094,0.0
AS14.12,2014-02-19,0.0077160494,43.476444,0.0,0.75,7.5,48.916092,1.0
AS14.12,2014-02-20,0.043209877,33.60868,1.0,0.8,7.6,46.0914,1.0
AS14.12,2014-02-21,0.033333335,62.516,1.0,0.1,6.8,125.94463,1.0
AS14.12,2014-02-22,0.07893518,24.894258,1.0,-0.625,6.0,40.8914,0.0
AS14.12,2014-02-23,0.025762158,32.246773,1.0,0.4,6.8,41.573166,0.0
AS14.12,2014-02-24,0.057,28.07851,1.0,0.5,7.0,43.576588,0.0
AS14.12,2014-02-26,0.023809524,22.921791,1.0,0.25,6.25,27.091293,1.0
AS14.12,2014-02-27,0.13813916,38.0379,1.0,1.0,7.4,54.346,0.0
AS14.12,2014-02-28,0.38020834,62.112537,1.0,1.0,7.5,69.55625,1.0
AS14.12,2014-03-01,0.0125,5.17725,1.0,0.8,7.0,5.1784997,1.0
AS14.12,2014-03-02,0.0,330.52832,1.0,0.0,6.25,29.632,1.0
AS14.12,2014-03-03,0.06712963,26.465605,1.0,0.125,6.5,75.89093,0.0
AS14.12,2014-03-04,0.055022974,13.66125,1.0,0.33333334,6.6666665,18.217667,0.0
AS14.12,2014-03-05,0.015740741,24.587952,0.0,0.625,7.0,40.506805,1.0
AS14.12,2014-03-07,0.090560235,14.948759,1.0,0.6,7.0,18.780838,1.0
AS14.12,2014-03-08,0.06022714,23.255476,1.0,0.7,7.0,78.4854,1.0
AS14.12,2014-03-09,0.029011708,53.49155,0.0,0.8,6.8,26.382,1.0
AS14.12,2014-03-10,0.0033670033,75.24563,1.0,0.625,7.25,120.393,1.0
AS14.12,2014-03-12,0.06936129,27.360605,1.0,0.625,7.75,51.089867,1.0
AS14.12,2014-03-14,0.02183642,28.214092,1.0,0.5,7.0,63.863525,1.0
AS14.12,2014-03-15,0.05509259,8.048572,1.0,-0.25,5.5,13.014231,1.0
AS14.12,2014-03-16,0.045980558,37.507446,1.0,0.3,6.8,58.11919,1.0
AS14.12,2014-03-18,0.0,194.042,1.0,0.3,6.8,5.017,0.0
AS14.12,2014-03-19,0.005,0.0,1.0,0.1,6.8,0.0,1.0
AS14.12,2014-03-20,0.10694444,12.952556,1.0,0.3,6.8,18.911676,0.0
AS14.12,2014-03-21,0.0046296297,5.638,1.0,0.5,7.2,5.649,1.0
AS14.12,2014-03-25,0.01458001,31.561037,1.0,0.0,6.4,60.874893,1.0
AS14.12,2014-03-27,0.14829053,44.67819,1.0,0.25,7.0,96.28113,0.0
AS14.12,2014-03-28,0.1121887,39.363194,1.0,0.375,6.75,75.92766,0.0
AS14.12,2014-03-29,0.12607507,39.899372,1.0,1.0,6.75,107.06015,0.0
AS14.12,2014-03-30,0.050002668,15.738088,1.0,0.0,5.8,43.4529,1.0
AS14.12,2014-03-31,0.07254649,20.096714,1.0,0.4,6.4,50.600357,1.0
AS14.12,2014-04-01,0.14079216,25.575197,1.0,0.5555556,6.4,84.69151,1.0
AS14.12,2014-04-02,0.14706023,24.360018,1.0,-0.125,6.0,122.36526,0.0
AS14.12,2014-04-03,0.15734127,28.252857,1.0,0.2,5.4,66.206856,0.0
AS14.12,2014-04-04,0.1387799,21.676107,1.0,0.71428573,6.5,54.86151,1.0
AS14.12,2014-04-05,0.15029831,24.952847,1.0,0.2,6.2,48.66718,1.0
AS14.12,2014-04-06,0.08721112,23.093885,0.0,0.5,6.25,67.09593,0.0
AS14.12,2014-04-07,0.12565511,24.774221,0.0,0.6,6.4,65.91711,0.0
AS14.12,2014-04-08,0.11765497,26.67637,1.0,0.125,6.25,57.9387,0.0
AS14.12,2014-04-09,0.16551673,98.78598,0.0,-0.25,5.25,80.03758,0.0
AS14.12,2014-04-10,0.13382079,26.285088,0.0,0.4,6.4,68.26767,0.0
AS14.12,2014-04-11,0.07151068,74.15325,1.0,0.33333334,6.6,65.17567,0.0
AS14.12,2014-04-12,0.084032014,22.02857,0.0,0.4,6.8,56.116917,0.0
AS14.12,2014-04-13,0.095383324,24.726107,1.0,0.3,5.6,73.322,0.0
AS14.12,2014-04-14,0.08742419,24.965155,1.0,0.2,6.6,76.0614,0.0
AS14.12,2014-04-15,0.1200505,22.16201,1.0,0.6,6.8,57.008137,1.0
AS14.12,2014-04-16,0.19809923,23.117699,1.0,0.5,7.0,46.26831,1.0
AS14.12,2014-04-17,0.13106164,24.40262,1.0,0.1,6.8,63.505894,1.0
AS14.12,2014-04-18,0.07997912,23.034678,1.0,0.1,6.6,64.179054,1.0
AS14.12,2014-04-19,0.16716522,111.30888,1.0,0.4,5.8,51.260685,1.0
AS14.12,2014-04-20,0.22026727,27.549288,1.0,0.7,6.4,87.628334,0.0
AS14.12,2014-04-21,0.07023091,23.75948,1.0,0.25,6.0,69.218346,1.0
AS14.12,2014-04-22,0.16462706,34.1563,1.0,0.625,6.5,110.52143,1.0
AS14.12,2014-04-23,0.114493884,20.671965,1.0,0.4,5.8,52.535187,0.0
AS14.12,2014-04-24,0.0852228,28.338533,1.0,0.0,6.6,66.04387,0.0
AS14.12,2014-04-25,0.1346787,22.69986,1.0,0.2,5.6,43.523506,1.0
AS14.12,2014-04-26,0.3325771,18.252377,1.0,0.625,7.0,42.294086,0.0
AS14.12,2014-04-27,0.1934795,27.784546,1.0,0.375,6.0,66.69966,1.0
AS14.12,2014-04-28,0.08539769,26.081455,1.0,0.2,6.6,61.219906,1.0
AS14.12,2014-04-29,0.07919764,27.270958,1.0,0.22222222,6.0,63.39051,1.0
AS14.12,2014-04-30,0.12199319,25.833439,1.0,0.14285715,6.25,59.622845,0.0
AS14.12,2014-05-01,0.095570035,27.650383,0.0,0.11111111,6.2,112.07619,1.0
AS14.12,2014-05-02,0.13099955,39.533504,1.0,0.25,5.5,167.9435,0.0
AS14.12,2014-05-03,0.085140094,22.705717,1.0,-0.1,5.6,44.274456,1.0
AS14.12,2014-05-04,0.11459872,48.69724,1.0,-0.5,4.8,108.75581,0.0
AS14.12,2014-05-05,0.032041855,26.449451,1.0,0.14285715,6.0,35.101845,0.0
AS14.13,2014-02-17,0.27495405,62.003563,1.0,0.1,6.2,114.8739,0.0
AS14.13,2014-02-18,0.40504885,36.560585,1.0,0.5,7.0,59.343422,1.0
AS14.13,2014-02-19,0.35621843,69.87549,1.0,1.0,7.0,102.50803,1.0
AS14.13,2014-02-20,0.40541208,30.828941,1.0,0.9,7.0,46.488956,1.0
AS14.13,2014-02-21,0.39717588,27.826721,1.0,0.875,7.25,40.116554,1.0
